
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nova
reform_program_paused                   Paused
reform_program_stop                     STOP
reform_program_ledby                    - Led by a *P in a *Z
reform_program_ledwith                  - Assisted by a *S
reform_program_length                   - Session Length: *X hours
reform_program_requirements             - Each prisoner requires a *X
reform_program_requirements_alt         - Each prisoner requires a *X or a *Y
reform_program_prereqs                  Prisoners must have completed:
reform_program_research_required        Required: *X

reform_program_intake_none                      None
reform_program_intake_mandatory                 Mandatory
reform_program_intake_voluntary                 Voluntary
reform_program_intake_referralviolence          Referral: Violence
reform_program_intake_referraldrugaddiction     Referral: Drug Addiction
reform_program_intake_referralalcoholism        Referral: Alcoholism
reform_program_intake_guards                    For Guards Only
reform_program_intake_parole                    After either 50% or 75% of sentence has been served
reform_program_intake_needrequired              Each prisoner requires a specific need before joining
reform_program_intake_deathrow                  Prisoner is on Death Row

reform_program_properties_canhireexternally     Can Hire Externally
reform_program_properties_studentssit           Students Sit
reform_program_properties_academic              Academic
reform_program_properties_practical             Practical
reform_program_properties_repeatable            Repeatable
reform_program_properties_passive               Passive
reform_program_properties_staffonly             Staff Only
reform_program_properties_outsideofwork         Can be outside of work hours
reform_program_properties_teacherssit           Teachers Sit
reform_program_properties_canescortstudent      Students can be escorted by guards

reform_program_waittime                         Can only be done once every *T days

reform_program_difficulty_easy          - Easy
reform_program_difficulty_intermediate  - Intermediate
reform_program_difficulty_advanced      - Advanced
reform_program_difficulty_expert        - Expert

regime_nothing                          Lockup
regime_sleep                            Sleep
regime_eat                              Eat
regime_shower                           Shower
regime_yard                             Yard
regime_work                             Work
regime_lockdown                         Lockdown
regime_freetime                         FreeTime
regime_currenttime                      Now
regime_unspecified                      Unspecified

regimetooltip_nothing                   Prisoners are locked in their cells. They have nothing to do but reflect on the choices they made that led them to this place.\n\nLong stretches of lockup can prove a decisive punishment to even the hardest of prisoners.
regimetooltip_sleep                     Prisoners are locked in their cells, and the lights are turned out. Everyone goes to sleep.\n\nExcept those who are digging escape tunnels...
regimetooltip_eat                       Prisoners make their way to the nearest accessible canteen and sit down for lunch.\n\nPrisoners are permitted to use any facilities within the Canteen, but are not allowed to leave until this period ends.
regimetooltip_shower                    Prisoners strip off their clothes and get into the showers. Daily shower time is essential for prisoner hygiene, but some inmates will simply not bother unless forced to do so.
regimetooltip_yard                      Prisoners are let out of the facility and into the yard for some much needed exercise, sunlight and fresh air.\n\nPrisoners will make use of any facilities within the yard during this time, like the weight benches for working out, telephones to call loved ones, showers etc.
regimetooltip_work                      Prisoners are put to work around the prison.  Any job openings will be filled and prisoners will automatically report to their job locations. (You can set up job openings from the Deployment screen.)\n\nAll Reform programs also take place during Work time.  Prisoners without a job and not currently assigned to a Reform program are free to roam around the prison as if under 'Freetime'.
regimetooltip_freetime                  Prisoners are let out of their cell and are permitted to use any facilities around the prison. Prisoners enjoy this time best of all, and will socialise and take care of their needs as best they can.\n\nLong periods of free time can reduce the stress and tension within your prison, but many believe it hardly counts as punishment.

regime_clear                            Clear the regime for this category of prisoner, and use the default Normal Security regime instead.

schedule_editor_students                Students: *X/*Y
schedule_editor_error_staffonly         Target room is marked as Staff Only
schedule_editor_error_noregimetime      Program is outside a valid Work regime
schedule_editor_error_noteachers        No teachers exist for this program
schedule_editor_error_noobjects         The objects required for this program cannot be found in a valid room
schedule_editor_pin                     Pin this program in place
schedule_editor_unpin                   Unpin this program

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title                         Door Timer Control
doortimer_connected_servos              *X Connected Servos
doortimer_state_open                    Open
doortimer_state_closed                  Closed

doortimer_security_none                 Any Security
doortimer_security_minsec               Minimum Security
doortimer_security_normal               Normal Security
doortimer_security_maxsec               Maximum Security
doortimer_security_Protected            Protective Custody
doortimer_security_SuperMax             SuperMax
doortimer_security_DeathRow             Death Row


# =============================================================================
# Execution
# =============================================================================

execution_stage_completed               COMPLETED
execution_stage_authorise               AUTHORISE
execution_stage_Start                   Execution initiated
execution_stage_Lockdown                Initiate prison-wide lockdown
execution_stage_Testing                 Test facility
execution_stage_Assemble                Assemble execution detail
execution_stage_Witnesses               Escort witnesses to facility
execution_stage_Escort                  Escort prisoner to facility
execution_stage_Execution               EXECUTION
execution_stage_Dismissed               Dismiss staff and witnesses
execution_stage_FinalReport             Final report

execution_stagetooltip_start            You have scheduled the execution of this inmate, and must now follow the official procedure.
execution_stagetooltip_lockdown         All prisoners are sent back to their cells and the prison is locked down.
execution_stagetooltip_testing          The final test pass to ensure everything is working. The electrical supply to the chair is tested under load.  In addition, the final route of the prisoner is planned out - he must be able to walk to the execution room himself.
execution_stagetooltip_assemble         The Warden and the Chief make thier way to the condemned inmate's cell.  In addition, a priest or spiritual leader of the prisoners choice arrives on site and visits the prisoner in his cell to say final prayers.
execution_stagetooltip_witnesses        Witnesses to the execution arrive on site, and make their way to the execution facility. This group can include family members of the condemned inmate, and also members of the victims family.\n\nNb. Execution witnesses should be provided with chairs.
execution_stagetooltip_escort           The condemned inmate is escorted from his cell to the execution facility. The Warden, Chief, and Priest accompany him.
execution_stagetooltip_execution        With everyone in place and all procedures followed, the final authorisation for the execution is given.
execution_stagetooltip_dismissed        The staff and witnesses are dismissed and may leave the facility.
execution_stagetooltip_finalreport      With the execution completed, a report is compiled, and your performance graded.

execution_underway                      EXECUTION UNDERWAY
execution_result_ok                     The mandated execution of *N was carried out at *T as scheduled, by electric chair, in the presence of witnesses. The standard compensation of $10,000 is awarded to the institution for their part in this process.
execution_result_appealed               The mandated execution of *N was carried out at *T as scheduled, by electric chair, in the presence of witnesses. Regrettably, new information came to light after the fact that would have affected his appeal for clemency, though no action will be taken against the institution and they will receive the standard compensation of $10,000 for their part in the process.
execution_result_innocent               The mandated execution of *N was carried out at *T as scheduled, by electric chair, in the presence of witnesses. Regrettably, evidence was later uncovered that revealed *N's innocence, though no action will be taken against the institution and they will receive the standard compensation of $10,000 for their part in the process.
execution_result_illegal                The execution of *N was carried out at *T as scheduled, by electric chair, in the presence of witnesses. Due to the failure to follow the legally required appeals process and the discovery of information that would have ultimately resulted in a successful appeal, the institution is fined $50,000. Due to the failure to follow proper protocol, executions are suspended until a later date, and any remaining Death Row prisoners will be transferred to another facility. 
execution_result_illegalinnocent        The illegal execution of *N was carried out at *T as scheduled, by electric chair, in the presence of witnesses. Due to the failure to follow the legally required appeals process and the fact that *N was innocent of his crimes, the administrator of this facility is terminated from their position, effective immediately. 
execution_warning_one                   Should the next execution performed here not follow the correct procedure, you will be fired from your position.
execution_warning_two                   Due to your past failures to follow correct procedure, one more breach of protocol in this manner will result in you being fired from your position.

execution_error_MissingEquipment        ERROR: MISSING EQUIPMENT\nYou need an execution room with an electric chair.
execution_error_ElectricalSupply        ERROR: POWER FAILURE\nThere is insufficient electrical power to the chair.
execution_error_NavigationPrisoner      ERROR: PRISONER NAVIGATION\nThe condemned inmate cannot walk from his cell to the execution room.
execution_error_NoRouteFromRoad         ERROR: NO ACCESS\nPeople attending the execution from the outside cannot reach their destination.
execution_error_NoSpaceInRoom           ERROR: NO SPACE\nThere is not enough empty space in the execution room for the people attending.
execution_error_NoRoom                  You need an Execution Room before you can begin an Execution

roomerror_nokitchen                     There are no kitchens capable of sending food to this canteen
roomerror_noprisoners                   There are no prisoners assigned to eat at this canteen
roomerror_nocanteen_cells               There are no canteens accessible by this cell. Prisoners in this cell will have nowhere to eat
roomerror_nocanteen_kitchen             There are no canteens accessible by this kitchen. It will not cook any food for meal time
roomerror_deathrow_sharedcell           Death Row Prisoners require individual cells, and cannot be assigned to shared housing
roomerror_nonursery                     There are no nurseries accessible by this cell. Family Cells require a nursery for the prisoners to eat in
roomerror_laundryoverloaded             Laundry Baskets are unable to be unloaded. The Laundry may be too small to meet the demand.

# =============================================================================
# Misc
# =============================================================================

box_contents                             Contents: *X
stack_contents                           Contents: *X x *Y
mail_contents                            Contents: *X Letters
mail_opened_from                         Letter from *X's *F
mail_closed_from                         Letter to *X

object_dump                             Garbage
object_todo                             Todo: *X
object_sale_price                       Sale Price: *X

object_door_cyclepermissions            Click to cycle Access Permissions
object_door_cyclepermissions_1          (Open, Staff Only, Closed)

object_firemen_hosehelp_move            Click Right Mouse to order your Firemen to move there
object_firemen_hosehelp_intro           Firemen will aim hoses at any nearby fire
object_firemen_hosehelp                 Press H to Aim their hoses manually

interface_clone_help_copy               Hold Right Mouse and drag to select an area to clone
interface_clone_help_paste              Click Left Mouse to copy selected area

object_inactive                         INACTIVE
object_cctv_moremonitors                Build more CCTV Monitors
object_cctvmonitor_needsguards          Guard Required to Operate Monitor
object_processor_blocked                Working Position Cannot be Reached

administrator_requiresoffice            Requires Office
administrator_requiresoffice_2          *X Requires Office
office_ownership                        *X's Office

teacher_teaching                        Teaching
teacher_preparing                       Preparing

prisoner_assignedto                     Requires: *X
prisoner_roomquality                    Cell quality : *X (*Y)
prisoner_roomquality_average            Average
prisoner_roomquality_aboveaverage       Above average
prisoner_roomquality_wayaboveaverage    Way above average
prisoner_roomquality_belowaverage       Below average
prisoner_roomquality_waybelowaverage    Way below average
prisoner_attendance                     Attendance
prisoner_concentration                  Concentration
prisoner_understanding                  Understanding
prisoner_concentration_0                Terrible
prisoner_concentration_1                Bad
prisoner_concentration_2                Adequate
prisoner_concentration_3                Good
prisoner_concentration_4                Excellent
prisoner_passchance                     Success Chance: *X%
prisoner_informant                      Confidential Informant

prisoner_dayswithoutincident            *X days without incident
prisoner_availablemoney                 Cash : $*X

informant_suspicion                     Suspicion
informant_title                         CONFIDENTIAL INFORMANTS
informant_none                          You Have No CI's On Record
informant_hint                          (Recruit Prisoners under Duress - eg in Solitary)
informant_recruitable                   (Potential CI)
informant_target                        Target
informant_coverage                      coverage *X%
informant_dead                          DEAD
informant_released                      Released
informant_coverblown                    COVER BLOWN
informant_activate                      Activate
informant_deactivate                    Deactivate
informant_idle                          Idle
informant_onroute                       On Route...
informant_active                        Active
informant_coveragecaps                  COVERAGE *X%


contraband_owner                        Owner: *X
contraband_ownerunknown                 Owner Unknown
contraband_stolenfrom                   Stolen from *X, *Y hours ago
contraband_smuggledthrough              Smuggled through *X, *Y hours ago
contraband_smuggledin                   Smuggled in by Prisoner, *Y hours ago
contraband_type                         Type: *X
contraband_tradevalue_title             Trade prices
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Exhausted
staff_tired                             Tired
staff_needsrest                         Staff prefer to rest in a Staff Room.

dog_needskennel                         Dogs need a Kennel to sleep in.

doctor_requireinfirmary                 Requires an Infimary

entity_carryingequipment                Carrying *X
entity_carryingkeys                     Carrying Jail Keys
entity_carryingstaffkeys                Carrying Staff Key
entity_wearingarmour                    Wearing a *X

reports_schedule                        Reschedule All Programs
reports_edit                            Edit Schedule
reports_bankloan                        Bank Loan
reports_increaseloan                    Increase
reports_decreaseloan                    Decrease
reports_unlockbankloans                 Unlocked by Accountant

drugs_heroin                            Heroin
drugs_cocaine                           Cocaine

#                                       Eg "Bob's Mother"
visitor_relationship                    *X's *Y
visitor_age                             Age : *X

family_wife                             Wife
family_exwife                           Ex-Wife
family_girlfriend                       Girlfriend
family_son                              Son
family_daughter                         Daughter
family_mother                           Mother
family_father                           Father
family_brother                          Brother
family_sister                           Sister
family_lawyer                           Lawyer
family_priest                           Priest
family_victims                          Victim's family
family_caption                          Family: 
family_none                             None
family_husband                          Husband
family_exhusband                        Ex-Husband
family_boyfriend                        Boyfriend

damage_dead                             Dead
damage_unconscious                      Unconscious
damage_serious                          Seriously Injured
damage_injured                          Injured
damage_amount                           *X% Damaged

message_autosaving                      Auto-Saving...

buildtoolbar_entersearchterm            enter search term...

deploymentscheduler_title               DEPLOYMENT SCHEDULER
deploymentscheduler_patrolonly          [Schedule *X only]
deploymentscheduler_schedulenow         Showing deployment NOW
deploymentscheduler_scheduletime        Showing deployment for *X.00 - *Y.00
supplyanddemand_supplyheader            SUPPLY
supplyanddemand_demandheader            DEMAND

tooltip_multipleobjects                 Press TAB to cycle objects
remotedoor_noservo                      Remote Doors will not open without a working servo attached.

targettingfood_prisonersassigned        Prisoners assigned : *X
targettingfood_predicteddemand          = PREDICTED DEMAND =
targettingfood_demand                   DEMAND *X
targettingfood_supply                   SUPPLY *X (+*Y)
targettingfood_prisoners                prisoners
targettingfood_required                 Meals required : *X
targettingfood_ready                    Meals ready : *X
targettingfood_cooked                   Meals being cooked : *X

roomgrading                             Room Grading
roomgrading_cell_roomsize               Room size at least *X Squares
roomgrading_cell_cleanliness            Cleanliness above *X%
roomgrading_cell_outsidewindow          Outdoor Window 
roomgrading_cell_item                   Item : *X

roomgrading_dormitory_roomsize          Room size at least *X Squares per Prisoner
roomgrading_dormitory_cleanliness       Cleanliness above *X%
roomgrading_dormitory_outsidewindow     1 Outdoor Window per 8 Prisoners
roomgrading_dormitory_item              Item : 1 *X per 4 Prisoners

roomgrading_sharedcell_roomsize          Room size at least *X Squares per Prisoner
roomgrading_sharedcell_cleanliness       Cleanliness above *X%
roomgrading_sharedcell_outsidewindow     Outdoor Window
roomgrading_sharedcell_item              Item : 1 *X per 4 Prisoners

roomgrading_result                      Grade *X
roomgrading_currentoccupant             Occupant entitled to grade *X
roomgrading_unoccupied                  Unoccupied
roomgrading_shared_occupuants           Current Occupants: *X / *Y

weathermap_temperature_title            Temperature
weathermap_temperature_text             *CC / *FF
weathermap_temperature_c                *CC
weathermap_temperature_f                *FF

roomerror_nokitchen                     There are no kitchens capable of sending food to this canteen
roomerror_noprisoners                   There are no prisoners assigned to eat at this canteen
roomerror_nocanteen_cells               There are no canteens accessible by this cell. Prisoners in this cell will have nowhere to eat
roomerror_nocanteen_kitchen             There are no canteens accessible by this kitchen. It will not cook any food for meal time

ceos_letter                             Dear Sir/Madam,\n\n\nCongratulations on completing your basic induction - you are now a fully qualified Prison Architect!  Soon you'll be designing, building and running your own prisons starting from nothing but an empty plot of land and a few stacks of bricks.  Before you get started, I thought I might share some important lessons with you.\n\n1. Every prison needs a Warden - he should be one of your first hires.  Build him a nice office and he'll open up a whole range of advanced facilities via the bureaucracy system.\n\n2. Individual jail cells are expensive, especially early on when funds are very tight.  Save money by starting with a single large Holding Cell, which can be shared between many prisoners at once.\n\n3. Get your Kitchen and Canteen up and running before the first prisoners show up, and be sure to hire some Cooks - nothing irritates a prisoner more than an empty stomach!\n\n4. Building a prison is an expensive undertaking, and you need to become a master of raising large volumes of money through grants and contracts. You can access these grants through the 'Reports' screens.\n\nThat's about everything - good luck!\n\nThe CEO,\nPrison Architects Corp.

quickbuild_basiccell                    Basic Cell
quickbuild_solitarycell                 Solitary Cell
quickbuild_office                       Office
quickbuild_luxurycell                   Luxury Cell
quickbuild_sharedcell                   Shared Cell

season_current                          Current Season: *X
season_spring                           Spring
season_summer                           Summer
season_autumn                           Autumn
season_winter                           Winter


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Chapter *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Death Row

campaignchapter_deathrow_description    We've been contracted to build an Execution Chamber at this prison, in time for the scheduled execution of one of their inmates.

campaigncutscene_deathrowmurder         Double Murder
campaigncutscene_deathrowconfession     Confession

adviser_deathrow_murder1                I knew I'd catch you two here.
adviser_deathrow_murder2                Edward! I...
adviser_deathrow_murder25               Don't.  Just... don't.
adviser_deathrow_murder3                What are you going to do?

adviser_deathrow_church1                Can I help you?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Are you looking for forgiveness?
adviser_deathrow_church3                I don't know. I have to do something, I can't live with the things I've done.
adviser_deathrow_church4                You have to turn yourself in. Whatever you've done, you cannot evade the consequences. 
adviser_deathrow_church5                You will never be able to live with yourself until you face up to your past.
adviser_deathrow_church6                I want to go back. I want to forgive her. I want her to forgive me.
adviser_deathrow_church7                God will forgive you, no matter what you have done, if you ask him to. 
adviser_deathrow_church8                But you must answer for your crimes in the eyes of the law.  There is no other way.

adviser_deathrowintro_1                 This is a tough one.
adviser_deathrowintro_2                 There's a prisoner incarcerated at this facility who's been convicted of a double murder, and sentenced to death.  
adviser_deathrowintro_3                 That's where we come in.  We've been contracted to construct an execution chamber in time for the guy's big day.
adviser_deathrowintrob_1                This is where I want the new facility to be built.
adviser_deathrowintrob_2                The first step with any project like this is to construct the building itself - with enough space inside to fit an execution room and a holding cell.
adviser_deathrowintrob_3                So let's get started.  Construct a new building here.

adviser_deathrow_explain1               Your Workmen are responsible for the construction of buildings.
adviser_deathrow_explain2               They'll collect the steel and concrete from this store room and take it to the construction site.
adviser_deathrow_explain3               They'll use those raw materials to build the foundations and framework of your new building.
adviser_deathrow_explain4               This is the slowest part of construction, so you should plan ahead when building new facilities.
adviser_deathrow_explain5               While we wait, take a look around.  Use WASD or the arrow keys to move around, and use the mouse wheel to zoom in and out.

objective_deathrow_building             Construct a building to house the Execution Facility

adviser_deathrow_buildinside1           We will also need an entrance to the new Execution Facility.
adviser_deathrow_buildinside2           Build a Large Jail Door into the south wall.

objective_deathrow_buildouterdoor       Build a Large Jail Door entrance

adviser_deathrow_internalwalls1          Inside the building I want a Cell and an Execution Room.
adviser_deathrow_internalwalls2          Partition the space by constructing some Brick Walls.

objective_deathrow_buildinternalwalls   Build internal walls

adviser_deathrow_internaldoors1          Now add Large Jail Doors to those dividing walls.
adviser_deathrow_internaldoors2          You can rotate an object before placement by clicking the middle mouse button (or press R).

objective_deathrow_buildinternaldoors   Build internal doors (Middle Click or press R to rotate an object)

adviser_deathrow_designation1           That's looking good.  We now need to designate Rooms within those spaces.
adviser_deathrow_designation2           Designate a Cell in the smaller area where our condemned inmate will live.
adviser_deathrow_designation3           Then designate the Execution Room itself in the larger area.

objective_deathrow_designatecell        Designate a Cell
objective_deathrow_designateexecution   Designate an Execution Room

adviser_deathrow_roomrequirements1      Those new Rooms have requirements before they become functional.  
adviser_deathrow_roomrequirements2      The Cell needs a Bed and a Toilet.
adviser_deathrow_roomrequirements3      The Execution Room requires the Electric Chair.

objective_deathrow_cellobjects1         Build a Bed
objective_deathrow_cellobjects2         Build a Toilet
objective_deathrow_executionobjects     Build an Electric Chair

adviser_deathrow_optional1              That's the essentials taken care of.  But there are still a few improvements you could make.
adviser_deathrow_optional2              It's up to you though, these aren't strictly required.  It depends how much you care about your prisoners and their environment.
adviser_deathrow_optional3              The Cell itself could be improved with an outward facing Window, and a small Bookshelf.  
adviser_deathrow_optional4              And the facility would look better with a higher quality floor material - like Wooden Floorboards or Mosaic Tiles.
adviser_deathrow_optional5              Outside you could add some lighting, and a paved pathway if you think it needs it.

adviser_deathrow_transfer05             This is the man in question, Edward Romsey.  A teacher once, would you believe.
adviser_deathrow_transfer06             It's not our place to decide if he deserves this.  The Law has made that decision.  We're just here to do a job.
adviser_deathrow_transfer1              Once you are satisfied the facility is ready, you can begin the Prisoner Transfer to his new cell.
adviser_deathrow_transfer2              Simply click on the polaroid in his cell to initiate the transfer.

objective_deathrow_path                 (OPTIONAL) Build a Path to the new facility
objective_deathrow_window               (OPTIONAL) Add a Window to the Cell
objective_deathrow_bookshelf            (OPTIONAL) Add a Bookshelf to the Cell
objective_deathrow_flooring             (OPTIONAL) Redo the flooring with higher quality materials
objective_deathrow_outerlights          (OPTIONAL) Create some outdoor lighting around the facility
objective_deathrow_transferinmate       When you are done, begin the Prisoner Transfer by clicking on the polaroid in Edward's cell.

adviser_deathrow_setupmurder1           Don't shed one tear for this guy.  He's a stone cold killer, guilty as charged. 
adviser_deathrow_setupmurder2           He even confessed.  Wanna hear his description of what he did?  
adviser_deathrow_setupmurder3           It's juicy stuff.  "It was around 11pm.  The lights were already on.  I knew she was home..."
adviser_deathrow_postmurder1            Like I said, a stone cold killer.
adviser_deathrow_postmurder2            Clear as day if you ask me.  Deserves every volt he's gonna get.
adviser_deathrow_postmurder3            All men deserve forgiveness, even him. Are you so sure in yourself that you can deal out such final judgement?
adviser_deathrow_postmurder4            Catching your wife with another man is no excuse for what he did. 
adviser_deathrow_postmurder5            And he went there with a loaded gun, knowing he'd find them together. That's double pre-meditated murder.
adviser_deathrow_postmurder6            He's done nothing but co-operate with the authorities. This state is making an example of him. 
adviser_deathrow_postmurder7            If he'd committed his crime 100 miles north he'd be looking at life imprisonment instead. How is that justice?
adviser_deathrow_postmurder8            Do you want a guy like this running free? I'll sleep just fine at night when I know he's gone.
           

adviser_deathrowelectricity_1           Good work so far.
adviser_deathrowelectricity_2           However there is one problem - the execution room isn't functioning yet, because it doesn't have any power.
adviser_deathrowelectricity_3           We need to connect it to the electrical supply.

adviser_deathrowelectricityb_1          We are now viewing the prison in Utilities mode, which shows us the electrical wiring layout for the entire prison. 
adviser_deathrowelectricityb_2          Each building in the prison is connected to the Power Grid by these thick underground electrical cables.  
adviser_deathrowelectricityb_3          Power is provided to the prison by this substation, which draws electricity from the national grid.
adviser_deathrowelectricityb_4          As you can see, this entire wing of prison cells is without power.  All of the lights are out.
adviser_deathrowelectricityb_4b         To fix this problem, we first need to switch into Utilities mode to understand why the lights are without power.
adviser_deathrowelectricityb_5          The nearest electrical cables are too far away - our engineers can't complete the wiring for this area.
adviser_deathrowelectricityb_6          Extend the electrical cables nearby to cover this wing of the prison.

objective_deathrow_cellpower            Connect the rooms to the Electrical Supply

adviser_deathrow_connectchair_1         Lights aren't the only thing that needs power.  Your new Electric Chair does too.
adviser_deathrow_connectchair_2         Use the Power Cables to connect the execution facility to the power grid.
adviser_deathrow_connectchair_3         The Electric Chair itself is a special type of electrical item.  It requires its own dedicated power line. You'll need to connect it up directly with mains cables.

objective_deathrow_chairpower           Connect the Electric Chair to the Electrical Supply
objective_deathrow_condemnedcellpower   Connect the Cell to the Electrical Supply

adviser_deathrow_testchair_1            We are almost done I think.  We should test the new Execution room at least once before we try to use it though.
adviser_deathrow_testchair_2            I'm just going to turn it on for a few seconds, make sure everything is ok.
adviser_deathrow_testchair_3            Well, that didn't work.  Looks like we drew too much power, and tripped a circuit breaker in the power station.  The whole prison is dark.
adviser_deathrow_testchair_4            We're going to need more juice to be able to handle the power spike that the electric chair generates.
adviser_deathrow_testchair_5            First, we need to turn the power back on.   This is a two step process:
adviser_deathrow_testchair_5b           Switch the power station back on by clicking on it, and selecting Switch On in the menu that appears.
adviser_deathrow_testchair_6            Then build three more capacitors so we have enough Power Capacity to handle the electric chair.
adviser_deathrow_testchair_7            Once you've done that, test the Electric chair again by clicking on it and selecting Switch On in the menu.

objective_deathrow_poweron              Turn the Power Station back on. (Click the power station, then select Switch On from the menu)
objective_deathrow_expandpower          Expand the power station with three new Capacitors
objective_deathrow_chairworking         Test the chair again (click on it, and select Switch On)

adviser_deathrow_execution_1            Well done.  I believe we are finished with this job.
adviser_deathrow_execution_2            What happens now is out of our hands.  We did a professional job, and that's important in our business.
adviser_deathrow_execution_3            Try not to worry about what happens next.  

adviser_deathrow_setupexecution1        It is time, Edward. 
adviser_deathrow_setupexecution2        You have done the right thing, even though this world will not forgive you for it.
adviser_deathrow_setupexecution3        You will be with God soon, and He will have the final judgement on you.

adviser_deathrow_setupexecution4        Edward Romsey.  You have been found guilty of two counts of murder in the first degree.
adviser_deathrow_setupexecution5        The penalty is death.  
adviser_deathrow_setupexecution6        Do you have anything to say?
adviser_deathrow_setupexecution7        Susan...
adviser_deathrow_setupexecution8        I'm sorry.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Sale of previous prison
finance_cost_equiptazer                 Equipment: Tazer
finance_cost_equipbodyarmour            Equipment: Body Armour
finance_cost_exports                    Exports
finance_cost_foundations                Building Foundations
finance_cost_cashflow                   Cashflow
finance_cost_bankloan                   Bank Loan
finance_cost_bankloan_repayment         Bank Loan Repayment
finance_cost_sharesale                  Share Sale
finance_cost_sharepurchase              Share Purchase
finance_cost_grantadvance               Grant Advance
finance_cost_grantcompletion            Grant Completion Payment
finance_cost_reformprogram              Reform Program Session
finance_cost_repair                     Repair
finance_cost_sellobject                 Sell Object
finance_cost_landpurchase               Land Purchase
finance_cost_prisonerintake             Prisoner Intake
finance_cost_grantcancellation          Cancellation Costs
finance_cost_grantrefund                - Repayment: *X
finance_cost_grantfine                  - Fine: *X
finance_cost_executionfine              Improper Execution Fine
finance_cost_executioncompensation      Execution Compensation
finance_cost_shopintake                 Shop Intake
finance_cost_prisonerwages              Prisoner Wages 
finance_cost_fine                       Fine


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                am
clock_pm                                pm

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  A power surge has caused our generator to overload and catch fire!
event_powerstationfire_x                A power surge has caused a catastrophic overload in our generator, and the whole thing has exploded!
event_powerstationfirelarge             A power surge has caused our generator to overload and catch fire!
event_powerstationfirelarge_x           A power surge has caused a catastrophic overload in our generator, and the whole thing has exploded!
event_kitchenfire                       A fire has started in the kitchen!
event_waterpipeburst                    A water pipe has burst and is flooding the area. Fix it before the damage becomes too severe.
event_bulkintake                        A disaster at a nearby prison has rendered a whole section of the facility unusable. We have no choice but to transfer the prisoners there to your prison, as there are no other suitable facilities nearby. They will be arriving soon.
event_workshopaccident                  A prisoner has been seriously wounded in a workshop accident, and can't be moved! Send a doctor, quickly!
event_subsidence                        Subsidence of the land has destroyed a section of our outer wall. You should have it repaired, immediately! 
event_earthquake                        A local earthquake has caused a section of the prison to collapse! 
event_virus                             We've been getting reports of sickness from a number of prisoners. It might be worth identifying and quarantining the infected to stop it from spreading. 
event_virus_x                           We've been getting reports of sickness from a number of prisoners, and the symptoms seem quite severe. You should consider quarantining the sick and treating them before it spreads too far. 

event_massassassination_1               The identities of a number of witnesses in a federal prosecution case have been leaked, and some of them are inmates in our prison.
event_massassassination_2               Hits have been taken out on them, but we need them alive. You need to identify the prisoners and keep them in one piece until their court date comes up.
event_massassassination_3_x             We're learning about this late, so you don't have much time before these hits go live. 

event_tvremovaldemand_1                 The media have started a campaign over the amenities granted to prisoners, and it's brining a lot of heat on my office.
event_tvremovaldemand_2                 I'm passing a bill which bans TVs in common areas in prisons, so I need you to remove all TVs from your common rooms or you will be fined. You have 6 hours.
event_tvremovaldemand_fine              You've failed to remove TVs from your common rooms, which is now required by law. You've been fined, and will continue to receive fines until you comply. 
event_tvremovaldemand_complete          The media have moved on to something else and the bill banning TVs from common areas has been repealed. Feel free to re-install them if you wish.

event_weightsremovaldemand_1            The media have started a campaign over the amenities granted to prisoners, and it's brining a lot of heat on my office.
event_weightsremovaldemand_2            I'm passing a bill which bans exercise equipment in prison yards, so I need you to remove all Weights Benches from your Yards or you will be fined. You have 6 hours.
event_weightsremovaldemand_fine         You've failed to remove all Weights Benches from your yards, which is now required by law. You've been fined, and will continue to receive fines until you comply. 
event_weightsremovaldemand_complete     The media have moved on to something else and the bill banning weights benches from yards has been repealed. Feel free to re-install them if you wish.

event_lessfooddemand_1                  The board has decided to experiment with a number of cost-saving measures across our facilities, and your prison is being included.
event_lessfooddemand_2                  We need you to reduce the meal quantity and meal variation policies in your prison to low, so we can see what effect this has on overall budgets.
event_lessfooddemand_fine               Since you've decided not to implement the new food policies we've asked for, we're going to take the potential savings directly from your funds. This will continue to happen until you do as I've asked.
event_lessfooddemand_complete           The food budget experiment is over and the results are inconclusive. You are free to set your food policies back to whatever you wish.

event_removevisitationdemand_1          An incident at another facility has highlighted potential issues with security checks when it comes to family visitation in prisons.
